,sentence,tokens,tags,Indicator
12,"At dawn, hacker jane_doe_1984-xyz987654321 accessed 2001:0db8:85a3:0000:0000:8a2e:0370:7334 in San Francisco.","['At', 'dawn', ',', 'hacker', 'jane_doe_1984-xyz987654321', 'accessed', '2001:0db8:85a3:0000:0000:8a2e:0370:7334', 'in', 'San', 'Francisco', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
13,The encrypted token mlkjihgfedcba9876543210_qwertyuiop was traced to 203.0.113.195 near Berlin central.,"['The', 'encrypted', 'token', 'mlkjihgfedcba9876543210_qwertyuiop', 'was', 'traced', 'to', '203.0.113.195', 'near', 'Berlin', 'central', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O', 'O']",True
14,"At 18:45, token qwertyuiop1234567890_asdfghjklzxcvbnm was authorized by Dr. Alice Newton from 198.51.100.24 in Cambridge.","['At', '18:45', ',', 'token', 'qwertyuiop1234567890_asdfghjklzxcvbnm', 'was', 'authorized', 'by', 'Dr.', 'Alice', 'Newton', 'from', '198.51.100.24', 'in', 'Cambridge', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
15,New security patch deployed with token 1qaz2wsx3edc4rfv5tgb_yhnmjukilop at IP 10.255.255.254 in Tokyo Tower.,"['New', 'security', 'patch', 'deployed', 'with', 'token', '1qaz2wsx3edc4rfv5tgb_yhnmjukilop', 'at', 'IP', '10.255.255.254', 'in', 'Tokyo', 'Tower', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
16,The token zxcvbnmlkjhgfdsa0987poiuytrewqasdf was compromised from 192.168.100.100 during the summit in Rome.,"['The', 'token', 'zxcvbnmlkjhgfdsa0987poiuytrewqasdf', 'was', 'compromised', 'from', '192.168.100.100', 'during', 'the', 'summit', 'in', 'Rome', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
17,"On Friday evening, hacker user_1234567890-qwertyuiopasdf accessed 172.16.254.1 inside the Googleplex in California.","['On', 'Friday', 'evening', ',', 'hacker', 'user_1234567890-qwertyuiopasdf', 'accessed', '172.16.254.1', 'inside', 'the', 'Googleplex', 'in', 'California', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'B-gpe', 'O']",True
18,Dr. Sarah Johnson updated the token 0987poiuytrewqasdf_zxcvbnmlkjhg on server 192.0.2.33 at midnight in Boston.,"['Dr.', 'Sarah', 'Johnson', 'updated', 'the', 'token', '0987poiuytrewqasdf_zxcvbnmlkjhg', 'on', 'server', '192.0.2.33', 'at', 'midnight', 'in', 'Boston', '.']","['B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O', 'B-geo', 'O']",True
19,Token q1w2e3r4t5y6u7i8o9p_asdfghjklzxcvbnm was detected at IPv6 2607:f8b0:4005:805::200e in New Delhi.,"['Token', 'q1w2e3r4t5y6u7i8o9p_asdfghjklzxcvbnm', 'was', 'detected', 'at', 'IPv6', '2607:f8b0:4005:805::200e', 'in', 'New', 'Delhi', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
20,The company IBM used token asdfghjk9876543210poiuytrewq on 172.16.0.5 while hosting the event in Chicago.,"['The', 'company', 'IBM', 'used', 'token', 'asdfghjk9876543210poiuytrewq', 'on', '172.16.0.5', 'while', 'hosting', 'the', 'event', 'in', 'Chicago', '.']","['O', 'O', 'B-org', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
21,"In the early hours, token zxcvbnmlkjhgfdsa0987poiuytrewqasdf was traced back to 192.168.1.1 at the Eiffel Tower.","['In', 'the', 'early', 'hours', ',', 'token', 'zxcvbnmlkjhgfdsa0987poiuytrewqasdf', 'was', 'traced', 'back', 'to', '192.168.1.1', 'at', 'the', 'Eiffel', 'Tower', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O']",True
22,The token qwertyuiopasdfghjklzxcvbnm1234567890 was sent from 10.0.0.1 to Apple headquarters in Cupertino.,"['The', 'token', 'qwertyuiopasdfghjklzxcvbnm1234567890', 'was', 'sent', 'from', '10.0.0.1', 'to', 'Apple', 'headquarters', 'in', 'Cupertino', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'O', 'B-gpe', 'O']",True
23,"At noon, hacker user_123abc456def789ghi_jklmnopq accessed IPv6 2001:0db8:85a3:0000:0000:8a2e:0370:7334 in Sydney.","['At', 'noon', ',', 'hacker', 'user_123abc456def789ghi_jklmnopq', 'accessed', 'IPv6', '2001:0db8:85a3:0000:0000:8a2e:0370:7334', 'in', 'Sydney', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
24,The encrypted token mjnbvcxzasdfghjklpoiuytrewq0987654321 was uploaded from 203.0.113.5 in Toronto at dawn.,"['The', 'encrypted', 'token', 'mjnbvcxzasdfghjklpoiuytrewq0987654321', 'was', 'uploaded', 'from', '203.0.113.5', 'in', 'Toronto', 'at', 'dawn', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O', 'B-tim', 'O']",True
25,Manager Lisa Wong used token 0987poiuytrewqasdf_zxcvbnmlkjhg to access 172.217.3.110 during the conference in Seoul.,"['Manager', 'Lisa', 'Wong', 'used', 'token', '0987poiuytrewqasdf_zxcvbnmlkjhg', 'to', 'access', '172.217.3.110', 'during', 'the', 'conference', 'in', 'Seoul', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
26,The token asdfghjklpoiuytrewqzxcvbnm1234567890 was verified from IP 10.10.10.100 on Saturday in Madrid.,"['The', 'token', 'asdfghjklpoiuytrewqzxcvbnm1234567890', 'was', 'verified', 'from', 'IP', '10.10.10.100', 'on', 'Saturday', 'in', 'Madrid', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O', 'B-geo', 'O']",True
27,Token zxcvbnmqwertyuiopasdfghjkl1234567890 was stolen from 192.168.10.10 during the night in Amsterdam.,"['Token', 'zxcvbnmqwertyuiopasdfghjkl1234567890', 'was', 'stolen', 'from', '192.168.10.10', 'during', 'the', 'night', 'in', 'Amsterdam', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O', 'B-geo', 'O']",True
28,"During the morning, token qwerty12345_asdfgh67890zxcvbnm was logged from IPv6 2606:4700:4700::1111 in Lisbon.","['During', 'the', 'morning', ',', 'token', 'qwerty12345_asdfgh67890zxcvbnm', 'was', 'logged', 'from', 'IPv6', '2606:4700:4700::1111', 'in', 'Lisbon', '.']","['O', 'O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
29,Agent Michael Scott reported token asdfghjklzxcvbnmqwertyuiop1234567890 at IP 172.31.0.1 in Scranton.,"['Agent', 'Michael', 'Scott', 'reported', 'token', 'asdfghjklzxcvbnmqwertyuiop1234567890', 'at', 'IP', '172.31.0.1', 'in', 'Scranton', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
30,Researchers at MIT detected token 1234qwer5678tyuiopasdfghjklzxcvbnm from 198.51.100.99 during the afternoon.,"['Researchers', 'at', 'MIT', 'detected', 'token', '1234qwer5678tyuiopasdfghjklzxcvbnm', 'from', '198.51.100.99', 'during', 'the', 'afternoon', '.']","['O', 'O', 'B-org', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O']",True
31,The token zxcvbnmlkjhgfdsapoiuytrewq0987654321 was compromised at IP 10.0.1.1 near the Golden Gate Bridge.,"['The', 'token', 'zxcvbnmlkjhgfdsapoiuytrewq0987654321', 'was', 'compromised', 'at', 'IP', '10.0.1.1', 'near', 'the', 'Golden', 'Gate', 'Bridge', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O']",True
32,"On Sunday night, hacker user_xyz1234567890-asdfghjklqw accessed 2001:db8::ff00:42:8329 in Miami.","['On', 'Sunday', 'night', ',', 'hacker', 'user_xyz1234567890-asdfghjklqw', 'accessed', '2001:db8::ff00:42:8329', 'in', 'Miami', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
33,Token qazwsxedcrfvtgbyhnujmikolp1234567890 was sent from 192.168.0.254 during the afternoon in Madrid.,"['Token', 'qazwsxedcrfvtgbyhnujmikolp1234567890', 'was', 'sent', 'from', '192.168.0.254', 'during', 'the', 'afternoon', 'in', 'Madrid', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O', 'B-geo', 'O']",True
34,The software token 1q2w3e4r5t6y7u8i9o0p_asdfghjklzxcvbnm was checked from IP 172.16.254.254 in Amsterdam.,"['The', 'software', 'token', '1q2w3e4r5t6y7u8i9o0p_asdfghjklzxcvbnm', 'was', 'checked', 'from', 'IP', '172.16.254.254', 'in', 'Amsterdam', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
35,"During the late hours, Dr. Anna Bell utilized token asdfqwerzxcv1234567890poiuytr to access 10.0.0.123 in Vancouver.","['During', 'the', 'late', 'hours', ',', 'Dr.', 'Anna', 'Bell', 'utilized', 'token', 'asdfqwerzxcv1234567890poiuytr', 'to', 'access', '10.0.0.123', 'in', 'Vancouver', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
36,The token poiuytrewqlkjhgfdsamnbvcxz0987654321 was flagged from IP 203.0.113.1 at the Sydney Opera House.,"['The', 'token', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'was', 'flagged', 'from', 'IP', '203.0.113.1', 'at', 'the', 'Sydney', 'Opera', 'House', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O']",True
37,"On Thursday afternoon, hacker user_0987poiuytrewqasdfghjk accessed 172.217.5.110 at Googleplex, Mountain View.","['On', 'Thursday', 'afternoon', ',', 'hacker', 'user_0987poiuytrewqasdfghjk', 'accessed', '172.217.5.110', 'at', 'Googleplex', ',', 'Mountain', 'View', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-org', 'O', 'B-gpe', 'I-gpe', 'O']",True
38,Token 1234567890poiuytrewqasdfghjklzxcvbnm was used to connect via IPv6 2001:0db8:85a3::8a2e:0370:7334 in Berlin.,"['Token', '1234567890poiuytrewqasdfghjklzxcvbnm', 'was', 'used', 'to', 'connect', 'via', 'IPv6', '2001:0db8:85a3::8a2e:0370:7334', 'in', 'Berlin', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
39,"During the early morning, CEO Alice Smith authenticated token zxcvbnmlkjhgfdsa0987poiuytrewqasdf on IP 10.10.10.11.","['During', 'the', 'early', 'morning', ',', 'CEO', 'Alice', 'Smith', 'authenticated', 'token', 'zxcvbnmlkjhgfdsa0987poiuytrewqasdf', 'on', 'IP', '10.10.10.11', '.']","['O', 'O', 'O', 'B-tim', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O']",True
40,Token qwertyuiopasdfghjklzxcvbnm1234567890 was detected from 192.168.2.2 at the Louvre Museum in Paris.,"['Token', 'qwertyuiopasdfghjklzxcvbnm1234567890', 'was', 'detected', 'from', '192.168.2.2', 'at', 'the', 'Louvre', 'Museum', 'in', 'Paris', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O']",True
41,Agent Tom Harris used token asdfghjklzxcvbnmqwertyuiop0987654321 to access 203.0.113.45 in Houston.,"['Agent', 'Tom', 'Harris', 'used', 'token', 'asdfghjklzxcvbnmqwertyuiop0987654321', 'to', 'access', '203.0.113.45', 'in', 'Houston', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
42,"On Wednesday, the token poiuytrewqlkjhgfdsamnbvcxz1234567890 was uploaded from IPv6 2606:4700:4700::1111 in Madrid.","['On', 'Wednesday', ',', 'the', 'token', 'poiuytrewqlkjhgfdsamnbvcxz1234567890', 'was', 'uploaded', 'from', 'IPv6', '2606:4700:4700::1111', 'in', 'Madrid', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
43,Dr. Robert Langdon verified token q1w2e3r4t5y6u7i8o9p_asdfghjklzxcvbnm on IP 172.16.254.1 during the evening in Florence.,"['Dr.', 'Robert', 'Langdon', 'verified', 'token', 'q1w2e3r4t5y6u7i8o9p_asdfghjklzxcvbnm', 'on', 'IP', '172.16.254.1', 'during', 'the', 'evening', 'in', 'Florence', '.']","['B-per', 'I-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O', 'B-geo', 'O']",True
44,The token zxcvbnmlkjhgfdsapoiuytrewq0987654321 was sent from 192.0.2.45 at the Statue of Liberty in New York.,"['The', 'token', 'zxcvbnmlkjhgfdsapoiuytrewq0987654321', 'was', 'sent', 'from', '192.0.2.45', 'at', 'the', 'Statue', 'of', 'Liberty', 'in', 'New', 'York', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'B-geo', 'I-geo', 'O']",True
45,"At 07:15, hacker jane_doe_1234567890-asdfghjklzxcvbnm accessed 10.0.0.99 in Los Angeles.","['At', '07:15', ',', 'hacker', 'jane_doe_1234567890-asdfghjklzxcvbnm', 'accessed', '10.0.0.99', 'in', 'Los', 'Angeles', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
46,Token qazxswedcvfrtgbnhyujmikolp0987654321 was compromised from IP 203.0.113.77 during the morning in Zurich.,"['Token', 'qazxswedcvfrtgbnhyujmikolp0987654321', 'was', 'compromised', 'from', 'IP', '203.0.113.77', 'during', 'the', 'morning', 'in', 'Zurich', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O', 'B-geo', 'O']",True
47,The token mnbvcxzlkjhgfdsapoiuytrewq0987654321 was detected at IPv6 2607:f8b0:4005:805::200e in Helsinki.,"['The', 'token', 'mnbvcxzlkjhgfdsapoiuytrewq0987654321', 'was', 'detected', 'at', 'IPv6', '2607:f8b0:4005:805::200e', 'in', 'Helsinki', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
48,CEO Samantha Green uploaded token q1w2e3r4t5y6u7i8o9p_asdfghjklzxcvbnm on 172.217.0.46 during the conference in Berlin.,"['CEO', 'Samantha', 'Green', 'uploaded', 'token', 'q1w2e3r4t5y6u7i8o9p_asdfghjklzxcvbnm', 'on', '172.217.0.46', 'during', 'the', 'conference', 'in', 'Berlin', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
49,The token asdfghjklzxcvbnmqwertyuiop0987654321 was compromised from 192.168.1.100 near the Colosseum in Rome.,"['The', 'token', 'asdfghjklzxcvbnmqwertyuiop0987654321', 'was', 'compromised', 'from', '192.168.1.100', 'near', 'the', 'Colosseum', 'in', 'Rome', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O']",True
50,"At 23:59, hacker user_qwertyuiop1234567890-asdfghjkl accessed 10.1.1.1 in Las Vegas.","['At', '23:59', ',', 'hacker', 'user_qwertyuiop1234567890-asdfghjkl', 'accessed', '10.1.1.1', 'in', 'Las', 'Vegas', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
51,Token poiuytrewqlkjhgfdsamnbvcxz0987654321 was used to access IPv6 2606:4700:4700::1111 during the afternoon in Stockholm.,"['Token', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'was', 'used', 'to', 'access', 'IPv6', '2606:4700:4700::1111', 'during', 'the', 'afternoon', 'in', 'Stockholm', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O', 'B-geo', 'O']",True
52,Agent David Lee used token asdfghjklzxcvbnmqwertyuiop0987654321 to access 172.16.0.254 in Seattle.,"['Agent', 'David', 'Lee', 'used', 'token', 'asdfghjklzxcvbnmqwertyuiop0987654321', 'to', 'access', '172.16.0.254', 'in', 'Seattle', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'O']",True
53,The token qwertyuiopasdfghjklzxcvbnm1234567890 was detected from 192.168.2.45 at the Sydney Harbour Bridge.,"['The', 'token', 'qwertyuiopasdfghjklzxcvbnm1234567890', 'was', 'detected', 'from', '192.168.2.45', 'at', 'the', 'Sydney', 'Harbour', 'Bridge', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O']",True
54,"On Monday morning, hacker user_0987poiuytrewqasdfghjk accessed 10.10.10.10 in Miami.","['On', 'Monday', 'morning', ',', 'hacker', 'user_0987poiuytrewqasdfghjk', 'accessed', '10.10.10.10', 'in', 'Miami', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
55,Token zxcvbnmlkjhgfdsa0987poiuytrewqasdf was compromised from IP 203.0.113.100 during the night in Helsinki.,"['Token', 'zxcvbnmlkjhgfdsa0987poiuytrewqasdf', 'was', 'compromised', 'from', 'IP', '203.0.113.100', 'during', 'the', 'night', 'in', 'Helsinki', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O', 'B-geo', 'O']",True
56,The token asdfghjklpoiuytrewqzxcvbnm1234567890 was detected at IPv6 2607:f8b0:4005:805::200e in Toronto.,"['The', 'token', 'asdfghjklpoiuytrewqzxcvbnm1234567890', 'was', 'detected', 'at', 'IPv6', '2607:f8b0:4005:805::200e', 'in', 'Toronto', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
0,"Yesterday, the encrypted Token q8w9er7tyuio_pasdfghjklzxcvbnm123456789 was traced to the IP 192.168.100.200 by Microsoft headquarters in Redmond.","['Yesterday', ',', 'the', 'encrypted', 'Token', 'q8w9er7tyuio_pasdfghjklzxcvbnm123456789', 'was', 'traced', 'to', 'the', 'IP', '192.168.100.200', 'by', 'Microsoft', 'headquarters', 'in', 'Redmond', '.']","['B-tim', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'O', 'B-gpe', 'O']",True
1,Dr. Susan Lee accessed the server using the Token 3xv9mcqwe_rtyuio1234567 and IP 10.0.0.254 during the New Year's conference in Berlin.,"['Dr.', 'Susan', 'Lee', 'accessed', 'the', 'server', 'using', 'the', 'Token', '3xv9mcqwe_rtyuio1234567', 'and', 'IP', '10.0.0.254', 'during', 'the', 'New', 'Year', ""'s"", 'conference', 'in', 'Berlin', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O', 'B-geo', 'O']",True
2,"At 08:30 AM, the Token wqertyuio_1234567890asdfghjklzxcvbnm was linked to IP 172.16.254.1 from the New York branch of Google.","['At', '08:30', 'AM', ',', 'the', 'Token', 'wqertyuio_1234567890asdfghjklzxcvbnm', 'was', 'linked', 'to', 'IP', '172.16.254.1', 'from', 'the', 'New', 'York', 'branch', 'of', 'Google', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-org', 'O']",True
3,The mysterious Token abcdefghijklmnopqrstu_12345 was found connected to IP 2001:db8::ff00:42:8329 in London during the morning hours.,"['The', 'mysterious', 'Token', 'abcdefghijklmnopqrstu_12345', 'was', 'found', 'connected', 'to', 'IP', '2001:db8::ff00:42:8329', 'in', 'London', 'during', 'the', 'morning', 'hours', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O', 'O', 'B-tim', 'O', 'O']",True
4,CEO John Carter sent the encrypted Token zxcvbnmasdfghjklqwerty_09876 to IP 198.51.100.23 before the 5 PM deadline at Apple Inc.,"['CEO', 'John', 'Carter', 'sent', 'the', 'encrypted', 'Token', 'zxcvbnmasdfghjklqwerty_09876', 'to', 'IP', '198.51.100.23', 'before', 'the', '5', 'PM', 'deadline', 'at', 'Apple', 'Inc', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'B-org', 'I-org', 'O']",True
5,"During the 14th of July celebration, a Token qwertyuiop_asdfghjklzxcvbnm1234567890 was transmitted from IP 203.0.113.5 at the Eiffel Tower.","['During', 'the', '14th', 'of', 'July', 'celebration', ',', 'a', 'Token', 'qwertyuiop_asdfghjklzxcvbnm1234567890', 'was', 'transmitted', 'from', 'IP', '203.0.113.5', 'at', 'the', 'Eiffel', 'Tower', '.']","['O', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O']",True
6,The Token p0oiu8y7t6r5e4w3q2_lkjhgfdsazxcvbnm was logged in from the IP 2400:cb00:2048:1::c629:d7a2 in San Francisco.,"['The', 'Token', 'p0oiu8y7t6r5e4w3q2_lkjhgfdsazxcvbnm', 'was', 'logged', 'in', 'from', 'the', 'IP', '2400:cb00:2048:1::c629:d7a2', 'in', 'San', 'Francisco', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
7,"At 11:59 PM, the Token zxcasdqwe_rtyuio0987654321 was sent to IP 127.0.0.1 by the United Nations headquarters in New York.","['At', '11:59', 'PM', ',', 'the', 'Token', 'zxcasdqwe_rtyuio0987654321', 'was', 'sent', 'to', 'IP', '127.0.0.1', 'by', 'the', 'United', 'Nations', 'headquarters', 'in', 'New', 'York', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-geo', 'I-geo', 'O']",True
8,Maria Gonzales uploaded Token lkjhgfdsapoiuytrewq_0987654321 from IP 192.0.2.45 while attending the Madrid summit.,"['Maria', 'Gonzales', 'uploaded', 'Token', 'lkjhgfdsapoiuytrewq_0987654321', 'from', 'IP', '192.0.2.45', 'while', 'attending', 'the', 'Madrid', 'summit', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-geo', 'O', 'O']",True
9,The network received Token 0987poiuytrewqasdf_zxcvbnmlkjhgf from IP 8.8.8.8 on Tuesday morning in Seattle.,"['The', 'network', 'received', 'Token', '0987poiuytrewqasdf_zxcvbnmlkjhgf', 'from', 'IP', '8.8.8.8', 'on', 'Tuesday', 'morning', 'in', 'Seattle', '.']","['O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'B-tim', 'I-tim', 'O', 'B-gpe', 'O']",True
10,CEO Alice Johnson used Token qwertyuiopasdfghjklzxcvbnm_0987654321 to connect via IP 2607:f8b0:4005:805::200e during the Monday meeting in San Jose.,"['CEO', 'Alice', 'Johnson', 'used', 'Token', 'qwertyuiopasdfghjklzxcvbnm_0987654321', 'to', 'connect', 'via', 'IP', '2607:f8b0:4005:805::200e', 'during', 'the', 'Monday', 'meeting', 'in', 'San', 'Jose', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'O', 'O', 'B-gpe', 'I-gpe', 'O']",True
11,The hacked Token asdfghjklpoiuytrewq_1234567890 was traced to 172.217.6.46 during the New Year's Eve party in Paris.,"['The', 'hacked', 'Token', 'asdfghjklpoiuytrewq_1234567890', 'was', 'traced', 'to', '172.217.6.46', 'during', 'the', 'New', 'Year', ""'s"", 'Eve', 'party', 'in', 'Paris', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'I-tim', 'O', 'O', 'B-geo', 'O']",True
12,"On March 3rd, the Token vbnmlkjhgfdsapoiuytrewq_0987654321 was activated at IP 192.88.99.1 within the Googleplex campus.","['On', 'March', '3rd', ',', 'the', 'Token', 'vbnmlkjhgfdsapoiuytrewq_0987654321', 'was', 'activated', 'at', 'IP', '192.88.99.1', 'within', 'the', 'Googleplex', 'campus', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'O']",True
13,The Token qazwsxedcrfvtgbyhnujm_1234567890 was transmitted from IP 203.0.113.10 before the 9 AM briefing at the United Nations.,"['The', 'Token', 'qazwsxedcrfvtgbyhnujm_1234567890', 'was', 'transmitted', 'from', 'IP', '203.0.113.10', 'before', 'the', '9', 'AM', 'briefing', 'at', 'the', 'United', 'Nations', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'B-org', 'I-org', 'O']",True
14,"During the afternoon, Token plmoknijbuhvygctfxrdzeswaq_123456789 was connected to IP 64.233.160.0 in Mountain View.","['During', 'the', 'afternoon', ',', 'Token', 'plmoknijbuhvygctfxrdzeswaq_123456789', 'was', 'connected', 'to', 'IP', '64.233.160.0', 'in', 'Mountain', 'View', '.']","['O', 'O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-gpe', 'I-gpe', 'O']",True
